Drink Volume,Drink Name,Attributes,Energy,Trans Fat,Protein,Total Fat,Saturated Fat,Cholesterol,Carbohydrate,Sugars,Dietary Fibre,Sodium,Calcium,Iron,Vitamin C,Vitamin B2,Potassium,Chloride,Phosphate,Monounsaturated Fat,Polyunsaturated Fat,Sugar,Tea Polyphenols,Total Sugar,Trans Fatty Acid,Total Sugars,Niacin,Vitamin A,Vitamin B1,Vitamin D,Vitamin E,Thiamine (Vitamin B1),Riboflavin (Vitamin B2),Vitamin B6,Folic Acid,Vitamin B12,Biotin,Pantothenic Acid,Zinc,Beta Carotene,Lactose,Fat,Tea Polyphenois,Added Sugars,Calories,Calories from Fat,Vitamin B3,Vitamin D3,Magnesium,Thiamine,Riboflavin,Niacin (B3),Riboflavin (Vit B2),Nicotinamide,Total Carbohydrate,Sucrose,Natrium / Sodium,Salt,Catechin (mg),Omega 6,Omega 3,Niacinamide,Vitamin,Per Serving,Carbohydrates,Fibre,Fiber,Glucose,Maltose,Dietary fibre,Phosphorus,Vitamin B,Macing,Fats,Total Carbohydrates,Phosphorous,Vitamin K,Choline,Manganese,Copper,Iodine,Total Fats,Added Sugar,Calorie,Serving Per,Saturated fat,Trans fat,Proteins,Bicarbonates,Sulphates,Chlorides,Silica,Nitrates,Flourides,Ion,Fluorides,Acai Extract,Blueberry Extract,Pomegranate Extract,Sulfates,pH Value,Total Dissolved Solids,ats,Serving Size: 4.5 tbsp,Servings per container,Saturated Fats,Vit D,Catechin,Antioxidant,Theanine,Water,Ash,Folate,Asorbic Acid,Per Serving Size,Salt equivalent,Caffeine,Total fat,Dietry fibre,Calories From Fat,Total Energy,Amount per,Saturated fats,Total Carboyhdrate,Dietary fiber,Carbohyrate,Anthocyanins,Thiamin,Saturates,Includes Added Sugars,fat,sugars,saturates,fats,Saturaed Fat,Total Calories,Dietary Fiber,Energy from Fat,Monounsaturated Fatty Acid,Polyunsaturated Fatty Acid,Saturated Fatty Acid,Cholestrol,Unsaturated Fat,Saturated,Natrium,Lipids,Phosphrous,Polyphenois,Per,Saturates Fat,Total Carb,Caffeine Content,SaturatedFat,of which saturated fats,of which sugars,Fibres,Total Calorieso,Calories From Saturated Fat,Salt (Sodium),Serving,TotalSugers,Monosaturated Fat,Satutated Fat,Total Dietary Fiber,Enery
15 X 300ML,Karma Drinks Organic Sparkling Blackcurrant,Per Serving (0.1g),120kj,,0.1g,,,,6.8g,6.1g,,0.6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 ML,13 Honey Apple Lemon Drink,Per Serving (),108kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27g,,,,,,,,,0g,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 ML,Sansu Yuzu & Cucumber Soda Drink,Per Serving (),251kj,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,0g,,,,,,,15.0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 X 1L,Rude Health Barista Almond Drink,Per Serving (),243kj,,1.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1g,,,,,,,,,,,,,,,,0.1g,,,,,,,8g,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 X 1L,Rude Health Barista Oat Drink,Per Serving (),241kj,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4g,,,,,,,,,,,,,,,,0.1g,,,,,,,7.8g,0.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 x 473ml (CTN),Snapple Bottle Drink - Grapeade,Per Serving (1 Bottle),0g,0g,0g,0g,0g,,46g,,,10mg,,,,,,,,,,46g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1.5L (CTN),Life Distilled Drinking Bottle Water,Per 100ml,0kcal,0g,0g,0g,0g,0mg,0g,,0g,0.2mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1.5L (CTN),F&N Ice Mountain Pure Drinking Bottle Water,Per Serving (100ml),0kcal,,0g,0g,,,0g,,,1mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1L (CTN),Marigold UHT Packet Milk - Full Cream,Per Serving (200ml),120kcal,,5.8g,6.6g,,,9.4g,,,,200mg,,,,,,,,,,,,,,,300mcg,0.50mg,,,,,,,,,,,,,,,,,,,4mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 600ml (CTN),F&N Ice Mountain Pure Drinking Bottle Water,Per Serving (100ml),0kj,,0g,0g,,,0g,,,1mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 500ml (CTN),UFC Refresh 100% Natural Coconut Water,Per Serving (250ml),256kJ,,0g,0g,0g,,15.7g,8.6g,0.3g,48mg,36.5mg,,,,535mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6mg,,,,,,,,,,,,,,,,,,,,,,18.4mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 x 330ml (CTN),Evian Natural Mineral Bottle Water,Per Serving (100ml),0KJ,,,0g,,,0g,,,0.65mg,8mg,,,,0.1mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36mg,1.4mg,1mg,1.5mg,0.38mg,0.006mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1L (CTN),UFC Refresh 100% Natural Coconut Water,Per Serving (250ml),270kJ,,0g,0g,0g,,15.7g,8.63g,< 1g,48mg,37mg,,,,535mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6mg,,,,,,,,,,,,,,,,,,,,,,18.4mg,,,,,,,,,,,,,,,,,,,,,,,,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 x 500ml (CTN),Evian Natural Mineral Bottle Water,Per Serving (100ml),0kJ,,,0.0g,,,0.0g,,,0.65mg,8mg,,,,0.1mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36mg,1.4mg,1mg,1.5mg,0.38mg,,,0.006mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1L (CTN),Dutch Lady UHT Milk - Full Cream (Plain),Per Serving (100ml),64kcal,,2.7g,3.3g,2.5g,,5.9g,,,40mg,130.0mg,,,0.13mg,,,,,,,,,,5.0g,,90.0µg,,,,,,,,0.08µg,,,,,5.0g,,,,,,,1.0µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 500ml (CTN),Glaceau XXX Vitamin Bottle Water - Triple Berry,Per Serving (500ml),90kcal,,0g,0g,,,22g,22g,,0mg,,,60mg,,,,,,,,,,,,,,,,,,,1mg,,1µg,,,,,,,,,,,8mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5mg,41mg,20.5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 x 600ml (CTN),Aqua Mountain Spring Bottle Water,Per Serving (600ml - 1 Bottle),0g,0g,0g,0g,0g,,0g,0g,,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 500ml (CTN),FIJI Natural Artesian Bottle Water,Per Serving (100ml),0kcal,0g,0g,0g,0g,,0g,0g,,1.8g,1.8mg,,,,0.5mg,0.9mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3mg,,,9.2mg,,,,,,,,0.1mg,7.7,22mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 x 330ml (CTN),Perrier Sparkling Mineral Bottle Water - Natural,Per Serving (100ml),1.6kJ,0g,0g,0g,0g,,0g,0g,,0.95mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1.5L (CTN),Authentic Tea House Da Hong Pao No Sugar Oolong Tea,Per Serving (240ml),,,0g,0g,,,0g,0g,,19mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 500ml,Glaceau Essential Vitamin Bottle Water - Orange,Per Serving (500ml),90kcal,,0g,0g,,,22g,21.5g,,0mg,,,60mg,,,,,,,,,,,,,375µg,,,5mg,,,1mg,100µg,1µg,,,,,,,,,,,8mg,,113mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 1L (CTN),Fiji Natural Artesian Water,Per Serving (100ml),0kcal,0g,0g,0g,0g,,0g,0g,,1.8g,1.8mg,,,,0.5mg,0.9mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3mg,,,9.2mg,,,,,,,,0.1mg,7.7,22mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 X 500ML,Pocari Sweat Ion Supply Bottle 500ml [Bundle of 6],Per Serving (100),,,0g,,,,,5.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 X 500ML,Schweppes Cream Soda Bottle [Bundle of 2],Per Serving (100ml),,,0g,,,,,4.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 X 500ML,Hung Fook Tong Red Bean &Job's Tears Seeds [Bundle of 2],Per Serving (),,,0g,,,,,4.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 750ml (CTN),Perrier Sparkling Mineral Bottle Water - Natural,Per Serving (100ml),1.6KJ,0g,0g,0g,0g,,0g,0g,,0.95mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1L (CTN),Cocomax 100% Coconut Bottle Water,Per Serving (250ml),213kJ,,0.5g,0g,0g,0g,12g,10.8g,0g,20mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 G,Health Paradise Organic Black Soya Milk Powder,Per Serving (),,0g,8g,4.5g,0.66g,0mg,,,0g,40mg,25.6mg,0.96mg,,,190mg,,,,,,,,,0g,,,,0mcg,,,,,,,,,0.42mg,,,,,,130kcal,,,,26.76mg,,,,,,15g,,,,,,,,,,,,,,,,79.6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30g,16pax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 X 1L,Minor Figures Barista Oat Milk,Per Serving (),410kJ,,0.4g,,,,19g,9g,,,240mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,,4.2g,,,,,,,,,,,,,,,,,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330 ML,Shozu Yuzu & Ume Sparkling Prebiotics,Per Serving (0g),146kj,,0g,,,,7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,5g,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 G,Health Paradise Instant Soya Milk Powder (NSA),Per Serving (),,0g,6g,4.5g,0.66g,0mg,,,0g,40mg,18.2mg,0.75mg,,,187mg,,,,,,,,,0g,,,,,,,,0mg,,,,,0.36mg,,,,,,130kcal,,,,25.56mg,,,,,,16g,,,,,,,,,,,,,,,,61.6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30g,16pax,,0mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750 ML,Marks & Spencer Sparkling Sicilian Lemon & British Mint Press,Per Serving (),21kcal,,0.1g,,0.1g,,5.1g,,,,,,,,,,,,,4.3g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.01g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 per pack,Lipton Yellow Label Tea Bags - International Blend,Per Serving (100ml),0g,,0g,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 300ml,Authentic Tea House Ayataka No Sugar Japanese Green Tea,Per Serving (100ml),0kcal,,0g,,,0g,0g,0g,0g,8mg,,,,,0mg,,,,,,,,,,,,,,,,,0mg,,0mg,,,,,,,,,,,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 X 600G,Killiney Premium Milk Tea Family Bundle,Per Serving (null),,,0.6g,,4.9g,,,19.4g,,85mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170kcal,,,,,,,,,,,,,,,,,,,,30.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5L,Pokka Bottle Drink - Ice Lemon Tea,Per Serving (250ml),100kcal,,0.0g,0.0g,0.0g,,25.0g,,,13mg,,,,,,,,,,,10mg,24.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 250ml,Pokka Packet Drink - Ice Lemon Tea,Per Serving (250ml),100kcal,,0.0g,0.0g,0.0g,,25.0g,25.0g,,13mg,,,,,,,,,,,10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 300ml (CTN),Pokka Can Drink - Jasmine Green Tea ,Per Serving (300ml),72kcal,0g,0g,0g,0g,0mg,18g,18g,,18mg,,,,,,,,,,,90mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5L,Fuze Tea Flavoured Green Tea Bottle Drink - Jasmine,Per Serving (100ml),22kcal,,0g,0g,,,5.5g,5.5g,,5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5L,Authentic Tea House Da Hong Pao No Sugar Oolong Tea,Per Serving (240ml),,,0g,0g,,,0g,0g,,19mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 250ml,Pokka Packet Drink - Chrysanthemum with White Tea,Per Serving (250ml),55kcal,0g,0g,0g,0g,0mg,14g,14g,,15mg,,,,,,,,,,,30mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 300ml,Fuze Tea Flavoured Green Tea Can Drink - Jasmine,Per Serving (30g),66kcal,,0g,0g,,,16.5g,16.5g,,18mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1L,Life Japanese Green Tea Bottle Drink - No Sugar,Per Serving (250ml),0kcal,0g,0g,0g,0g,0mg,0g,0g,0g,18mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 300ml,Jia Jia Herbal Tea Can Drink - Less Sugar,Per Serving (300ml),68kcal,0g,0.3g,0g,0g,0mg,16.8g,16.2g,0g,25.2mg,5.7mg,,0.3mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5L,Pokka Premium Bottle Drink - Straight Red Tea,Per Serving (250ml),58kcal,0g,0g,0g,0g,0mg,14.5g,14.5g,0g,15mg,,,,,,,,,,,10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 250ml,Pokka Packet Drink - Peach Tea,Per Serving (250ml),90kcal,,0.0g,0.0g,0.0g,,22.5g,,,13mg,,,,,,,,,,,10mg,,,22.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 per pack,Lipton Yellow Label Tea Bags - International Blend,Per Serving (200ml),0.8kcal,0g,0g,0g,0g,0mg,0.2g,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5L,Pokka Bottle Drink - Blueberry Tea ,Per Serving (250ml),78kcal,,0g,0g,,,19.5g,19.5g,,13mg,,,,,,,,,,,10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 x 250ml (CTN),Marigold Packet Drink - Jasmine Green Tea,Per Serving (250g),50kcal,0g,0g,0g,0g,0g,12.5g,,0g,15mg,,,,,,,,,,,,,,12.3g,,,,,,,,,,,,,,,,,75mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 250ml,Vita HK Style Milk Tea Packet Drink - Original,Per Serving,49kcal,0g,1.4g,1.5g,1.2g,,7.4g,6.4g,,60mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 x 20g,BOH 3 in 1 Instant Tea Mix - Original,Per Serving (170ml),89kcal,,0.3g,2.6g,,,17.1g,,,32mg,,7.0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5L,Pokka Bottle Drink - Chrysanthemum with White Tea,Per Serving (250ml),55kcal,0g,0g,0g,0g,0mg,14g,14g,,15mg,,,,,,,,,,,30mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 x 2g,OSK Japanese Green Tea Bags - Mixed with Roasted Rice,Per Serving (100g),,,,,,,0.1g,,,2mg,5mg,0.2mg,,,32mg,,,,,,,,,,0.2mg,,,,,,,0.01mg,,,,,,,,,,,,,,,1mg,,0.03mg,,,,,,,,,,,,,,,,,,,,2mg,,,,,,,,0.19mg,0.01mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8g,0.1g,7µg,3mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 x 2g,Lipton Yellow Label Tea Bags - International Blend,Per Serving,0kcal,,0g,0g,,,0g,,,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 18g,Gold Kili Instant Red Date Tea Drink - Longans Honey,Per Serving (18g),,0g,0.1g,0g,0g,0mg,17.6g,17.6g,0g,0.7mg,0.1%,,,,10.8mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,71kcal,0kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
